car_names,mileages,ratings,reviews,used/certified,price_drop,price,recommend,certified
2019 Dodge Charger R/T,18980.0,4.6,(258 reviews),used,440,35942.0,1,0
2018 Ford Explorer XLT,45484.0,4.7,(644 reviews),used,1000,29990.0,1,0
2020 Lexus GX 460 Base,61515.0,4.5,"(6,142 reviews)",used,3000,59844.0,1,0
2019 Lexus RX 350 F Sport,18315.0,3.9,(35 reviews),used,910,47495.0,0,0
2020 Ford Edge ST,22409.0,4.6,(472 reviews),used,199,40388.0,0,0
2021 Mazda CX-5 Grand Touring,19895.0,4.9,"(9,504 reviews)",used,501,33292.0,1,0
2018 Toyota RAV4 LE,13145.0,4.8,"(1,147 reviews)",used,500,25497.0,1,0
2021 RAM 1500 Laramie,47684.0,4.5,(656 reviews),used,1201,52998.0,1,0
2016 Toyota 4Runner Trail Premium,19312.0,4.5,(220 reviews),used,569,36995.0,1,0
2020 Land Rover Range Rover Velar S R-Dynamic,50116.0,4.8,(368 reviews),used,130,65921.0,0,0
2020 Toyota Sienna SE,17493.0,4.6,(159 reviews),used,970,47587.0,1,0
2019 Honda CR-V EX-L,11763.0,4.8,"(3,314 reviews)",honda certified,390,32791.0,1,0
2018 Ford F-150 XLT,15732.0,4.4,(159 reviews),used,1000,38855.0,1,0
2019 Lincoln MKZ Standard,44158.0,4.6,"(1,629 reviews)",used,1191,31925.0,1,0
2015 Subaru Outback 2.5i Limited,17985.0,4.1,(626 reviews),used,400,19877.0,1,0
2020 BMW X3 sDrive30i,98188.0,4.7,"(2,683 reviews)",used,100,41050.0,0,0
2020 Lexus RX 350 Base,16868.0,4.5,(477 reviews),used,250,49998.0,0,0
2019 Volvo XC90 T6 Momentum,19516.0,2.8,(32 reviews),used,4173,41998.0,0,0
2021 Ford Expedition Max Limited,57789.0,3.6,(8 reviews),used,1600,65685.0,0,0
2018 Chevrolet Cruze LS,28627.0,4.8,(721 reviews),used,1288,13995.0,1,0
2021 Kia Telluride EX,44234.0,4.8,(523 reviews),used,2600,47500.0,1,0
2021 Honda Accord Touring 2.0T,36500.0,4.5,"(1,033 reviews)",used,1000,39700.0,1,0
2021 Toyota Highlander XSE,10565.0,2.0,(13 reviews),used,200,49900.0,0,0
2021 BMW X5 xDrive40i,30435.0,4.7,(814 reviews),used,1500,63750.0,1,0
2019 BMW M850 i xDrive,16425.0,4.6,"(2,673 reviews)",used,834,77597.0,1,0
2020 BMW X5 xDrive40i,38181.0,5.0,(72 reviews),used,145,55994.0,0,0
2019 Mercedes-Benz GLC 300 Base,18130.0,4.5,(189 reviews),used,1000,29898.0,1,0
2019 Honda CR-V EX-L,54363.0,4.8,(869 reviews),used,2000,35081.0,1,0
2019 Porsche Cayenne Base,20191.0,4.7,"(1,993 reviews)",used,9443,69990.0,1,0
2020 Volkswagen Tiguan 2.0T SE,13291.0,4.8,(552 reviews),volkswagen certified,3034,28311.0,1,0
2017 Audi A4 2.0T Premium Plus,61539.0,4.8,"(5,142 reviews)",used,243,28989.0,1,0
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,46525.0,4.7,"(2,727 reviews)",used,250,42990.0,0,0
2021 Toyota Tacoma TRD Pro,16699.0,4.6,(203 reviews),used,1900,47990.0,1,0
2020 Acura TLX FWD,13359.0,4.6,"(1,609 reviews)",acura certified,444,30998.0,1,0
2021 Audi Q5 45 Premium,24810.0,4.6,"(1,025 reviews)",used,998,48000.0,1,0
2019 Alfa Romeo Stelvio Base,18207.0,4.2,(630 reviews),alfa romeo certified,3555,31495.0,1,0
2017 Toyota 4Runner Limited,21240.0,3.6,(20 reviews),used,1033,38724.0,0,0
2018 Honda Accord LX,49157.0,4.9,"(1,831 reviews)",honda certified,500,25995.0,1,0
2018 Ford EcoSport SE,23686.0,4.8,(718 reviews),used,1000,22066.0,1,0
2019 Land Rover Discovery HSE LUXURY,38393.0,4.3,(228 reviews),used,1200,56950.0,1,0
2019 BMW 540 i xDrive,45089.0,4.5,(174 reviews),used,6098,41378.0,1,0
2019 Lexus GX 460 Base,58588.0,4.8,(450 reviews),used,664,46988.0,1,0
2020 Land Rover Defender 110 HSE,19540.0,4.5,(612 reviews),used,455,75900.0,0,0
2021 Ford F-150 Lariat,17506.0,4.3,(461 reviews),used,1000,60290.0,1,0
2019 BMW X4 M40i,18571.0,4.8,"(2,161 reviews)",used,499,52002.0,0,0
2019 Dodge Durango GT,18732.0,4.8,(234 reviews),used,159,37590.0,0,0
2021 RAM 1500 Big Horn,14515.0,4.5,(164 reviews),used,3303,47954.0,1,0
2017 Honda CR-V EX-L,13975.0,4.6,"(1,085 reviews)",honda certified,631,33500.0,1,0
2021 Land Rover Discovery Sport S,42181.0,4.6,(235 reviews),used,500,41499.0,0,0
2021 BMW 330 i,17020.0,4.9,"(2,769 reviews)",used,100,42554.0,0,0
2016 Toyota 4Runner Limited,32250.0,4.6,(580 reviews),used,200,36101.0,1,0
2019 Honda CR-V EX-L,49368.0,4.7,"(1,805 reviews)",used,1001,30545.0,1,0
2020 Volvo XC40 T5 R-Design,49878.0,4.6,(541 reviews),volvo certified,2023,39750.0,1,0
2020 BMW X3 M40i,22480.0,4.1,(571 reviews),bmw certified,500,54961.0,1,0
2021 Jaguar E-PACE P250 SE,13753.0,4.7,"(1,680 reviews)",used,490,47333.0,0,0
2019 Audi Q5 2.0T Premium Plus,11062.0,4.8,"(2,028 reviews)",used,2000,39997.0,1,0
2020 Volvo S90 T6 R-Design,16265.0,4.8,"(4,560 reviews)",volvo certified,400,50962.0,1,0
2020 Tesla Model Y Long Range,17500.0,4.6,"(1,112 reviews)",used,3000,70470.0,1,0
2016 Tesla Model X 70D,15478.0,4.4,(21 reviews),used,225,70959.0,0,0
2018 Jeep Grand Cherokee Limited,19249.0,4.6,"(2,337 reviews)",used,900,35977.0,1,0
2019 Cadillac Escalade Luxury,30505.0,4.8,"(1,273 reviews)",used,625,49595.0,1,0
2019 Mercedes-Benz E-Class E 300,18035.0,4.9,"(21,777 reviews)",used,1000,38999.0,1,0
2015 Porsche Macan Turbo,48036.0,4.8,"(1,575 reviews)",used,1000,44991.0,1,0
2021 BMW X3 M40i,48983.0,4.8,"(1,992 reviews)",bmw certified,1663,59995.0,1,0
2020 Lincoln Nautilus Reserve,12492.0,4.9,"(1,899 reviews)",used,1500,48916.0,1,0
2020 Kia Sportage LX,16240.0,4.7,(138 reviews),used,3000,26000.0,1,0
2021 Mercedes-Benz GLE 350 Base 4MATIC,16895.0,4.7,"(1,114 reviews)",used,170,68999.0,0,0
2019 Honda CR-V EX-L,7755.0,4.9,"(4,914 reviews)",honda certified,797,29685.0,1,0
2021 Mercedes-Benz GLE 350 Base 4MATIC,21344.0,4.7,"(1,114 reviews)",mercedes-benz certified,855,68999.0,1,0
2018 Mercedes-Benz GLS 450 Base 4MATIC,9646.0,4.8,(606 reviews),used,510,50906.0,1,0
2019 BMW X5 xDrive40i,37827.0,4.9,"(3,043 reviews)",used,200,52999.0,0,0
2021 BMW 330 i xDrive,35662.0,4.5,(227 reviews),used,799,43758.0,1,0
2021 Subaru Forester Limited,15596.0,4.9,(0 reviews),used,800,37604.0,1,0
2021 Porsche Macan GTS,26650.0,4.0,(383 reviews),porsche certified,1613,89998.0,1,0
2021 Lexus ES 350 Base,12357.0,4.7,(0 reviews),used,980,45998.0,1,0
2019 Jeep Grand Cherokee Limited,27524.0,4.4,(5 reviews),used,320,39998.0,0,0
2019 Lexus RX 350 RX 350,29007.0,4.3,(808 reviews),used,800,43488.0,1,0
2020 Toyota Corolla LE,17825.0,5.0,(175 reviews),used,1000,18980.0,1,0
2013 Porsche Panamera S,48959.0,4.9,"(1,571 reviews)",used,300,39995.0,0,0
2021 Tesla Model 3 Long Range,60342.0,4.6,(6 reviews),used,800,61395.0,1,0
2018 Ford Escape SE,19979.0,4.4,(520 reviews),used,805,22730.0,1,0
2021 Audi Q7 55 Premium,45845.0,4.6,(404 reviews),used,748,63895.0,1,0
2018 Nissan Maxima 3.5 SL,14949.0,4.6,(30 reviews),used,500,29884.0,1,0
2022 BMW X3 sDrive30i,22666.0,4.9,(288 reviews),used,1923,45990.0,1,0
2020 Kia Telluride EX,21874.0,4.7,(174 reviews),used,1000,44108.0,1,0
2018 Land Rover Range Rover Velar P250 SE R-Dynamic,35244.0,2.5,"(3,948 reviews)",used,1259,54995.0,0,0
2020 Nissan Rogue S,49589.0,4.0,(676 reviews),used,6732,25495.0,1,0
2020 Lincoln Corsair Standard,10323.0,4.8,(118 reviews),used,308,10795.0,1,0
2014 Mercedes-Benz E-Class E 350 4MATIC,14514.0,4.7,(156 reviews),used,9000,17990.0,1,0
2020 Ford Escape SEL,66914.0,4.6,(647 reviews),used,410,28961.0,1,0
2018 Cadillac XT5 Luxury,17137.0,4.3,(46 reviews),cadillac certified,1312,35494.0,1,0
2019 Volvo XC60 T6 Momentum,34693.0,4.7,"(2,052 reviews)",used,790,41985.0,1,0
2015 Lexus NX 200t Base,14099.0,4.5,(122 reviews),used,111,25999.0,1,0
2021 BMW X5 xDrive40i,87587.0,4.7,(848 reviews),used,400,66988.0,0,0
2022 Tesla Model Y Performance,14672.0,4.5,(386 reviews),used,1600,75387.0,1,0
2011 MINI Cooper Countryman Base,19443.0,4.7,(0 reviews),used,5701,9373.0,1,0
2021 Ford F-150 Lariat,140337.0,4.3,(209 reviews),used,1000,64990.0,0,0
2021 GMC Yukon Denali,15349.0,4.1,"(2,181 reviews)",used,499,83495.0,0,0
2019 Audi Q8 3.0T Premium Plus,19336.0,4.6,"(4,376 reviews)",used,700,72560.0,1,0
2020 Lexus RX 350 F Sport,17759.0,4.1,(145 reviews),used,1150,51995.0,1,0
2020 BMW 750 i xDrive,10081.0,4.3,(610 reviews),bmw certified,2000,76900.0,1,0
2018 BMW X2 sDrive28i,19725.0,4.7,(530 reviews),used,1000,27198.0,1,0
2020 Nissan Pathfinder SL,33624.0,4.7,(210 reviews),used,3480,29000.0,1,0
2018 Audi Q7 2.0T Premium Plus,47144.0,4.7,(6 reviews),used,2001,42991.0,1,0
2021 Toyota Camry XSE,13981.0,4.6,(506 reviews),used,105,36600.0,1,0
2021 Toyota Camry XSE,32489.0,4.6,(506 reviews),used,1000,36900.0,1,0
2019 Honda CR-V EX-L,32031.0,4.6,"(2,258 reviews)",used,991,29995.0,1,0
2016 Ford Explorer Sport,71663.0,4.0,(5 reviews),used,500,25692.0,1,0
2020 Acura TLX A-Spec,96964.0,4.2,(197 reviews),used,1001,28200.0,1,0
2018 Porsche Macan ,39003.0,4.2,"(9,082 reviews)",used,826,43990.0,1,0
2009 Mitsubishi Outlander XLS,30233.0,4.7,"(1,080 reviews)",used,1000,4919.0,1,0
2016 Cadillac SRX Performance Collection,158282.0,4.3,(273 reviews),used,100,28293.0,0,0
2021 BMW X7 xDrive40i,13080.0,4.9,"(1,831 reviews)",used,500,81950.0,0,0
2016 Honda Accord Touring,14925.0,5.0,(3 reviews),used,946,28998.0,1,0
2019 Honda CR-V EX-L,27243.0,4.6,"(1,024 reviews)",used,2000,33000.0,1,0
2020 Nissan Pathfinder SV,23570.0,4.9,"(3,615 reviews)",used,704,29999.0,1,0
2020 BMW X3 xDrive30i,12948.0,4.3,(70 reviews),used,700,41543.0,1,0
2014 INFINITI QX80 Base,50349.0,4.2,(226 reviews),used,500,26150.0,1,0
2020 Mercedes-Benz E-Class E 350,95308.0,4.7,(926 reviews),used,2989,44999.0,0,0
2020 Chrysler Pacifica Limited,30624.0,4.4,(196 reviews),used,1000,33999.0,1,0
2016 Toyota 4Runner Limited,49762.0,4.9,"(2,984 reviews)",used,1000,38900.0,1,0
2018 BMW X1 xDrive28i,99510.0,4.4,(734 reviews),used,1200,31490.0,1,0
2015 Dodge Durango R/T,19137.0,4.7,(136 reviews),used,7003,29250.0,1,0
2019 BMW M850 i xDrive,86304.0,4.3,"(1,341 reviews)",used,6900,77480.0,0,0
2019 Subaru Outback 2.5i Limited,34021.0,4.8,(768 reviews),used,210,32703.0,1,0
2021 GMC Sierra 1500 Denali,19552.0,4.4,(189 reviews),used,500,64999.0,0,0
2020 Nissan Rogue SL,11755.0,4.7,"(8,421 reviews)",nissan certified,998,32971.0,1,0
2018 GMC Yukon Denali,39569.0,4.6,"(1,599 reviews)",used,1110,43500.0,1,0
2004 Volvo XC90 ,83507.0,3.8,(96 reviews),used,500,3595.0,0,0
2019 Honda CR-V EX-L,151715.0,4.7,(768 reviews),honda certified,502,34804.0,1,0
2019 BMW X3 xDrive30i,19505.0,4.8,(3 reviews),used,1412,42998.0,1,0
2021 Tesla Model Y Long Range,16081.0,4.7,(506 reviews),used,200,70994.0,0,0
2020 Tesla Model 3 Performance,33795.0,4.6,(135 reviews),used,1000,59700.0,1,0
2011 Lexus LS 460 Base,46021.0,3.7,(42 reviews),used,400,17899.0,0,0
2017 BMW X5 xDrive35i,130602.0,4.8,"(1,614 reviews)",used,1100,38480.0,0,0
2017 Mercedes-Benz E-Class E 300 4MATIC,44624.0,4.6,(502 reviews),used,1594,38606.0,1,0
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,14641.0,3.3,(33 reviews),used,2601,72000.0,0,0
2018 BMW X5 xDrive35i,10283.0,4.6,(267 reviews),used,1501,40000.0,1,0
2020 BMW X3 M40i,49428.0,4.7,"(1,805 reviews)",used,500,51998.0,0,0
2021 Toyota Corolla LE,33776.0,4.6,(630 reviews),toyota certified,200,24575.0,1,0
2020 Rolls-Royce Cullinan ,20451.0,4.7,(148 reviews),used,200,399995.0,0,0
2019 BMW 330 i,17020.0,4.7,"(1,201 reviews)",used,100,36995.0,0,0
2013 Kia Soul +,17475.0,4.2,(76 reviews),used,500,9999.0,1,0
2019 Nissan Altima 2.5 SR,47786.0,4.3,(187 reviews),used,2636,27992.0,1,0
2010 Ford Mustang GT,25299.0,3.4,(50 reviews),used,100,13999.0,0,0
2019 Jeep Grand Cherokee Limited,74097.0,4.5,(165 reviews),used,2479,34987.0,1,0
2019 Mercedes-Benz GLC 300 4MATIC,30947.0,4.6,"(1,112 reviews)",used,1998,37787.0,1,0
2019 Audi SQ5 3.0T Premium,14586.0,4.8,"(2,081 reviews)",used,900,46991.0,1,0
2021 Mercedes-Benz GLS 450 4MATIC,16195.0,5.0,(4 reviews),used,4731,79981.0,1,0
2020 Mercedes-Benz AMG E 63 S 4MATIC,37432.0,4.5,(615 reviews),used,300,98999.0,0,0
2019 BMW 330 i,17457.0,4.5,"(2,610 reviews)",used,2000,33000.0,1,0
2020 Mercedes-Benz GLE 350 Base 4MATIC,13810.0,4.8,"(1,880 reviews)",mercedes-benz certified,498,61785.0,1,0
2019 Jeep Grand Cherokee SRT,16497.0,4.1,"(1,854 reviews)",used,111,61887.0,0,0
2021 Toyota Prius L,38391.0,5.0,(2 reviews),used,179,25998.0,1,0
2020 Honda Pilot EX-L,40830.0,4.7,"(2,343 reviews)",used,229,37699.0,0,0
2012 Bentley Continental Flying Spur Speed,18682.0,4.3,(422 reviews),used,1000,59995.0,1,0
2020 Mazda CX-9 Signature,37256.0,3.9,(110 reviews),used,3200,41408.0,0,0
2020 Mercedes-Benz GLE 350 Base 4MATIC,54296.0,4.6,"(2,541 reviews)",used,200,53680.0,0,0
2021 Tesla Model Y Long Range,16378.0,4.7,(118 reviews),used,500,69707.0,0,0
2017 Subaru Forester 2.5i Premium,27599.0,3.9,(95 reviews),used,2000,13990.0,1,0
2021 BMW X3 xDrive30i,69278.0,1.8,(12 reviews),used,584,49998.0,0,0
2019 Land Rover Range Rover Sport HSE MHEV,15709.0,3.0,(42 reviews),used,2011,64750.0,0,0
2021 Acura TLX Technology,23207.0,4.3,(130 reviews),acura certified,1001,42252.0,1,0
2020 Toyota Camry SE,17001.0,4.7,"(2,892 reviews)",used,1076,26223.0,1,0
2020 Ford Edge SE,52244.0,4.7,"(3,479 reviews)",used,400,29500.0,1,0
2018 Honda Accord LX,22601.0,4.8,(154 reviews),used,1002,22499.0,1,0
2022 Mercedes-Benz GLE 450 AWD 4MATIC,12989.0,4.7,"(1,114 reviews)",mercedes-benz certified,953,92999.0,1,0
2019 Volvo XC60 T5 Momentum,2278.0,4.5,(324 reviews),used,222,38253.0,0,0
2020 Mercedes-Benz GLE 350 Base 4MATIC,38634.0,4.6,"(1,129 reviews)",used,3043,54992.0,1,0
2021 GMC Sierra 1500 Denali,24440.0,4.5,(392 reviews),used,1090,61495.0,1,0
2015 Mercedes-Benz M-Class ML 350 4MATIC,16763.0,4.4,"(1,577 reviews)",used,219,22998.0,1,0
2021 Ford F-150 Lariat,84230.0,4.7,"(1,607 reviews)",ford certified,665,64999.0,1,0
2019 BMW 330 i,18926.0,4.3,"(1,341 reviews)",used,15000,34480.0,1,0
2013 Lexus ES 350 Base,42871.0,4.5,(35 reviews),used,200,23987.0,1,0
2019 Mercedes-Benz S-Class S 450 4MATIC,49499.0,2.9,(42 reviews),used,800,58622.0,0,0
2019 BMW 330 i xDrive,15045.0,4.9,"(3,229 reviews)",bmw certified,639,39577.0,1,0
2020 Lincoln Corsair Standard,32160.0,4.8,"(1,491 reviews)",used,1155,37995.0,1,0
2018 Honda Accord LX,19623.0,4.7,"(1,311 reviews)",honda certified,1000,23996.0,1,0
2020 Ford Transit-250 Base,26111.0,4.7,"(1,365 reviews)",ford certified,500,59567.0,1,0
2018 BMW X5 M Base,36957.0,3.4,(484 reviews),used,2812,62295.0,0,0
2019 Buick Encore Essence,42939.0,4.8,(511 reviews),used,700,24210.0,1,0
2020 RAM 1500 Laramie,13379.0,4.2,(400 reviews),used,1000,43914.0,1,0
2019 Volvo XC60 T5 Inscription,47911.0,4.5,(324 reviews),used,1000,41267.0,1,0
2021 Kia Seltos S,17105.0,4.6,(460 reviews),used,500,32501.0,1,0
2021 Honda Pilot Special Edition,13125.0,4.5,"(1,428 reviews)",used,1000,39988.0,1,0
2019 Lincoln Nautilus Reserve,16676.0,4.8,(665 reviews),used,993,42999.0,1,0
2020 Jaguar I-PACE EV400 SE,13330.0,4.2,(176 reviews),used,989,69500.0,1,0
2019 Honda Odyssey EX-L,13573.0,4.9,(304 reviews),used,1000,37279.0,1,0
2019 BMW 430 Gran Coupe i xDrive,47427.0,4.5,(364 reviews),used,1000,29999.0,1,0
2020 Volkswagen Tiguan 2.0T SEL Premium R-Line,54650.0,4.8,"(1,783 reviews)",used,100,38900.0,0,0
2019 Mazda CX-9 Touring,12739.0,4.6,(566 reviews),used,20000,33785.0,1,0
2018 Mercedes-Benz GLE 350 Base 4MATIC,24701.0,4.5,(401 reviews),used,423,37744.0,0,0
2021 Ford Edge ST,49312.0,4.8,(432 reviews),used,682,44995.0,1,0
2013 Mercedes-Benz S-Class S 550 4MATIC,12945.0,4.7,"(1,354 reviews)",used,501,24057.0,1,0
2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,82897.0,4.8,"(1,337 reviews)",used,832,74777.0,0,0
2020 Lamborghini Urus Base,23709.0,4.6,(74 reviews),used,533,284000.0,1,0
2019 Honda CR-V EX-L,6613.0,4.8,"(1,125 reviews)",honda certified,935,32400.0,1,0
2015 Porsche Macan Turbo,36328.0,2.0,(13 reviews),used,744,40998.0,0,0
2018 Cadillac XT5 Luxury,85750.0,4.1,(58 reviews),cadillac certified,884,31711.0,1,0
2017 Mercedes-Benz AMG C 43 Base,31369.0,4.8,(585 reviews),used,501,52800.0,1,0
2019 Mercedes-Benz GLC 300 Base 4MATIC,14164.0,4.8,"(3,813 reviews)",mercedes-benz certified,100,39926.0,1,0
2019 Chevrolet Equinox Premier w/1LZ,19782.0,4.7,"(1,685 reviews)",used,1000,29500.0,1,0
2013 BMW X5 xDrive35i,37896.0,4.6,(612 reviews),used,2393,18000.0,1,0
2020 BMW X3 xDrive30i,84992.0,4.1,(51 reviews),used,698,35117.0,1,0
2019 Land Rover Range Rover Velar P250 S,60922.0,4.3,(160 reviews),used,1400,52999.0,1,0
2020 Honda Accord Sport 1.5T,35293.0,4.6,"(4,515 reviews)",used,2516,29294.0,1,0
2018 BMW M5 Base,19322.0,4.9,"(2,994 reviews)",used,2041,81511.0,1,0
2017 RAM 1500 Laramie,40453.0,5.0,(3 reviews),used,1001,41998.0,1,0
2021 BMW M3 Competition,37392.0,4.8,"(1,978 reviews)",used,501,89816.0,1,0
2020 Cadillac XT5 Premium Luxury,11359.0,4.6,(685 reviews),used,999,35793.0,1,0
2021 Tesla Model Y Long Range,49489.0,4.9,"(1,831 reviews)",used,2500,71650.0,1,0
2018 BMW X3 M40i,13545.0,4.8,(15 reviews),used,1259,42900.0,1,0
2015 Audi Q7 3.0T S line Prestige,30135.0,4.4,(556 reviews),used,499,25500.0,1,0
2018 Audi Q5 2.0T Tech Premium,88817.0,4.6,(555 reviews),used,500,34999.0,0,0
2020 Jeep Grand Cherokee Limited,37994.0,4.6,"(1,274 reviews)",used,2292,39540.0,1,0
2019 BMW X3 xDrive30i,21781.0,4.5,(61 reviews),bmw certified,1400,41900.0,1,0
2020 Nissan Rogue S,14805.0,4.8,"(1,502 reviews)",used,1000,23972.0,1,0
2021 Tesla Model Y Long Range,19086.0,4.6,(174 reviews),used,6695,68712.0,1,0
2017 Toyota RAV4 Hybrid Limited,10667.0,4.7,(603 reviews),used,514,28899.0,1,0
2020 Honda Pilot EX-L,66067.0,4.7,"(1,916 reviews)",used,700,37987.0,1,0
2020 Honda Pilot EX-L,17724.0,4.8,"(1,147 reviews)",used,4000,38996.0,1,0
2020 Mercedes-Benz GLA 250 Base 4MATIC,18490.0,4.8,"(2,800 reviews)",used,1999,35997.0,1,0
2018 Chevrolet Tahoe Premier,10968.0,4.8,"(1,273 reviews)",used,445,38595.0,0,0
2019 Honda CR-V EX-L,75522.0,4.7,(655 reviews),honda certified,300,30991.0,1,0
2019 BMW 330 i xDrive,17679.0,4.5,(612 reviews),used,844,53650.0,1,0
2021 Chevrolet Tahoe Z71,12042.0,4.5,(665 reviews),used,500,74492.0,0,0
2018 Ford Explorer Platinum,17458.0,4.4,"(1,076 reviews)",used,2000,38000.0,1,0
2013 BMW 528 i xDrive,45487.0,4.3,(422 reviews),used,100,14995.0,1,0
2021 Toyota 4Runner Nightshade,69468.0,4.8,(757 reviews),used,1190,57998.0,1,0
2021 Tesla Model Y Performance,16130.0,4.8,"(1,101 reviews)",used,3499,73605.0,1,0
2020 Lexus ES 350 Base,14480.0,4.8,"(1,273 reviews)",used,1359,39595.0,1,0
2019 Ford Transit-350 XLT,11544.0,4.4,(453 reviews),used,992,65988.0,1,0
2018 Mercedes-Benz GLC 300 Base 4MATIC,42032.0,4.7,(196 reviews),used,887,31992.0,1,0
2019 Lincoln Navigator L Black Label,49778.0,5.0,(3 reviews),used,500,78391.0,0,0
2021 Chevrolet Suburban LT,28205.0,2.3,(0 reviews),used,401,66656.0,0,0
2022 Mercedes-Benz GLE 350 Base 4MATIC,15556.0,4.7,"(1,939 reviews)",mercedes-benz certified,392,64220.0,1,0
2019 BMW 740 i,2809.0,4.3,"(1,341 reviews)",used,244,46880.0,0,0
2020 Mazda MX-5 Miata RF Grand Touring,35197.0,4.2,"(9,078 reviews)",used,500,35990.0,1,0
2018 Chevrolet Tahoe LT,10522.0,4.8,(277 reviews),used,109,44450.0,0,0
2006 Toyota Sequoia Limited,54145.0,4.4,(2 reviews),used,1000,3995.0,1,0
2011 Toyota Prius IV,258216.0,4.8,"(1,056 reviews)",used,3098,10500.0,1,0
2019 Honda CR-V EX-L,166746.0,3.6,(56 reviews),used,250,33908.0,0,0
2011 GMC Yukon Denali,20963.0,3.9,(35 reviews),used,957,6500.0,1,0
2018 Tesla Model 3 Mid Range,192817.0,4.9,(242 reviews),used,889,47000.0,0,0
2020 Chevrolet Camaro 2SS,46289.0,4.8,(574 reviews),used,3274,49333.0,1,0
2018 Toyota RAV4 LE,37799.0,3.5,(19 reviews),toyota certified,2150,28391.0,1,0
2012 Toyota Corolla S,17759.0,4.8,"(3,813 reviews)",used,1000,6999.0,1,0
2019 Chevrolet Equinox Premier w/1LZ,162000.0,4.5,"(2,604 reviews)",used,626,29897.0,1,0
2021 RAM 1500 Laramie,17464.0,4.5,"(1,174 reviews)",used,234,48250.0,0,0
2020 Mercedes-Benz GLC 350e Base 4MATIC,17378.0,4.7,"(1,680 reviews)",used,292,39900.0,0,0
2018 Volvo XC60 T6 Momentum,18405.0,4.8,(492 reviews),used,201,41968.0,0,0
2020 Honda CR-V EX-L,40750.0,3.4,(12 reviews),used,1999,33763.0,1,0
2017 INFINITI QX80 Base,35191.0,3.9,(77 reviews),used,314,43998.0,0,0
2019 Lexus RX 350 350,53126.0,4.7,"(6,038 reviews)",used,200,48595.0,0,0
2021 Nissan Rogue SV,15042.0,4.8,"(1,603 reviews)",used,2500,33413.0,1,0
2019 Lexus RX 350 350,14807.0,4.5,"(2,181 reviews)",used,440,44503.0,0,0
2021 GMC Yukon AT4,15943.0,4.3,(910 reviews),used,1591,75995.0,1,0
2019 BMW i3 120Ah,48406.0,4.5,(92 reviews),used,1000,32850.0,1,0
2018 Chevrolet Silverado 1500 LTZ,18625.0,4.8,"(4,552 reviews)",used,2000,38200.0,1,0
2019 Jeep Grand Cherokee Limited,33259.0,4.9,"(2,318 reviews)",used,100,30000.0,1,0
2018 Toyota RAV4 LE,35422.0,4.6,"(1,293 reviews)",toyota certified,2328,28481.0,1,0
2020 Toyota Tundra SR5,48208.0,4.6,"(1,129 reviews)",used,106,53587.0,0,0
2017 Mercedes-Benz GLS 450 Base 4MATIC,15972.0,4.8,"(1,880 reviews)",used,980,33992.0,1,0
2020 Mercedes-Benz E-Class E 450 4MATIC,89699.0,4.9,"(1,696 reviews)",mercedes-benz certified,400,60997.0,0,0
2020 Honda CR-V EX-L,19150.0,4.0,(210 reviews),used,2000,34599.0,1,0
2021 BMW 330 i,20915.0,4.9,"(2,505 reviews)",used,500,43200.0,0,0
2020 BMW M340 i xDrive,13293.0,4.9,"(1,515 reviews)",used,500,51209.0,0,0
2021 Ford F-150 Lariat,33550.0,4.2,(104 reviews),ford certified,500,58117.0,1,0
2020 RAM 1500 Limited,16068.0,4.6,(240 reviews),used,544,57900.0,1,0
2021 GMC Yukon Denali,17528.0,4.9,(63 reviews),used,2000,84991.0,1,0
2020 Subaru Ascent Touring 7-Passenger,20068.0,4.5,(383 reviews),used,979,42910.0,1,0
2017 Chevrolet Tahoe LT,11995.0,4.6,"(1,629 reviews)",used,1140,42498.0,1,0
2019 Audi Q8 3.0T Premium,49394.0,4.6,(257 reviews),used,217,67593.0,0,0
2020 GMC Sierra 1500 Denali,19346.0,4.9,"(11,532 reviews)",used,400,66597.0,0,0
2019 Land Rover Range Rover 5.0L V8 Supercharged,18720.0,4.8,(364 reviews),used,500,95000.0,0,0
2015 Toyota Tacoma ,19888.0,4.9,(630 reviews),used,700,29927.0,1,0
2019 Volvo XC60 T6 Momentum,132530.0,4.7,"(1,661 reviews)",volvo certified,2255,42550.0,1,0
2020 Acura TLX Technology,22541.0,4.9,"(2,056 reviews)",used,1000,33500.0,1,0
2019 BMW 330 i,18449.0,4.7,"(1,358 reviews)",used,1500,32998.0,1,0
2021 Acura RDX Technology Package,22205.0,4.6,"(1,250 reviews)",acura certified,1300,42464.0,1,0
2020 Jeep Grand Cherokee Limited,21065.0,4.8,(387 reviews),used,1000,32995.0,1,0
2020 Ford Edge ST,15055.0,4.5,"(1,314 reviews)",used,1000,39985.0,1,0
2019 Mercedes-Benz CLA 250 Base,19496.0,4.6,(907 reviews),mercedes-benz certified,500,28596.0,1,0
2010 Mazda Mazda3 i Touring,23652.0,3.8,(90 reviews),used,1000,9450.0,1,0
2019 BMW X5 xDrive40i,115001.0,4.5,(348 reviews),bmw certified,1291,56995.0,1,0
2020 BMW 330 i xDrive,22014.0,4.7,"(1,669 reviews)",used,900,45950.0,1,0
